agent,week,mean,std,count
Greedy,1,-7.068440996604659,5.979988920162241,700
Greedy,2,-4.920329003333904,6.33725447758394,700
Greedy,3,-4.266447492620137,6.296257292379073,700
Greedy,4,-3.8986043542013644,6.0633826472972405,700
Greedy,5,-4.987887192776371,6.1253376091203915,700
Greedy,6,-4.531198373476184,6.6877295134389,700
Greedy,7,-4.382525101244515,5.917674097820287,700
Greedy,8,-4.896723087648491,5.966517938621652,700
Greedy,9,-4.873181006709318,6.106253726101105,700
Greedy,10,-4.452701001733383,5.9694402602713215,700
Greedy,11,-5.076540385229231,6.0223933030846135,700
Greedy,12,-4.4642752764155755,5.985461248716765,700
Greedy,13,-3.624817012033081,6.012251366142499,700
Greedy,14,-4.281140394946221,6.33868966232571,700
Greedy,15,-4.5474370885289614,6.3215051798637,700
Greedy,16,-4.459671827158499,6.517535493511867,700
Greedy,17,-4.346968565132681,6.168601555894562,700
Greedy,18,-4.972826377445282,6.028494745334981,700
Greedy,19,-4.872074105604672,6.455137552187729,700
Greedy,20,-4.510119995383414,7.031399171060808,700
Greedy,21,-5.593845367402456,7.1821655709168475,700
Greedy,22,-5.462279207867927,6.368314191761621,700
Greedy,23,-5.388560484568101,6.109047818223655,700
Greedy,24,-5.298749925029904,5.96463254613462,700
Greedy,25,-4.83595742996271,5.628546183124838,700
Greedy,26,-5.239538646223482,5.870043335508586,700
Greedy,27,-5.2955614853746145,5.674616593005644,700
Greedy,28,-5.9077549954239945,6.052797787786747,700
Greedy,29,-6.038223918535034,5.793028311591842,700
Greedy,30,-5.987635551915578,6.287795213804,700
Greedy,31,-5.896462826759436,5.9428984908130955,700
Greedy,32,-5.56315219132639,6.345286108657848,700
Greedy,33,-5.691361844893013,6.402493416336923,700
Greedy,34,-5.19244551835647,6.0071247738417,700
Greedy,35,-5.324118171077573,6.044984726681146,700
Greedy,36,-6.33758755756606,6.1906998798927955,700
Greedy,37,-6.063617931145638,6.185146206174127,700
Greedy,38,-5.330188413170389,5.9817058209483225,700
Greedy,39,-4.994631206118824,5.664112456457349,700
Greedy,40,-5.8213168550796865,5.914859199656822,700
Greedy,41,-5.565759327672773,6.295578269257944,700
Greedy,42,-5.6559113464526485,6.362697563776463,700
Greedy,43,-5.590639178471266,6.2523646659799885,700
Greedy,44,-5.11891894007167,6.212724505363625,700
