agent,user_id,reward_eff
Greedy,83,-3118.9720076881204
Greedy,84,-1423.8722141075652
Greedy,85,-1707.3167649249747
Greedy,86,-4127.477389406268
Greedy,87,-3574.9630256927303
Greedy,88,-3010.4771888126684
Greedy,89,-998.8365241110666
Greedy,90,-177.61305785665465
Greedy,91,-566.0946002033289
Greedy,92,-2833.9528376587764
Greedy,93,-3356.691407550792
Greedy,94,173.14650228593598
Greedy,95,-2725.54397895319
Greedy,96,-3516.616128727553
Greedy,97,-3708.367694749874
Greedy,98,-4236.59716022443
Greedy,99,-1815.2764922084646
HC,0,-1290.7642632311472
HC,1,-2762.3662571270993
HC,2,-1847.583982557304
HC,3,-4429.7092301960865
HC,4,-1259.653339541547
HC,5,-2370.473733882804
HC,6,-2850.3639232790338
HC,7,-3288.7608559827368
HC,8,-3689.4315451716197
HC,9,-1886.036352432877
HC,10,-1113.0958223734708
HC,11,-1633.7206752530178
HC,12,-4521.039614045466
HC,13,102.85295216944274
HC,14,-2763.8352585068556
HC,15,-1254.3405664099034
HC,16,-1586.0531691143976
HC,17,-888.5167930762526
HC,18,-1035.3801632247294
HC,19,-2463.4814493632553
HC,20,-2222.153596262302
HC,21,-476.12090620140833
HC,22,-502.9066749585872
HC,23,-2290.3834191171773
HC,24,-366.91560705714295
HC,25,502.40638381761516
HC,26,-1078.7811823313427
HC,27,-799.6938605364131
HC,28,-4036.7917782276936
HC,29,-2278.575607279445
HC,30,-823.6939693516932
HC,31,-4223.267004789447
HC,32,-61.21644805404322
HC,33,-1479.6579540529574
HC,34,-3586.473253127331
HC,35,-39.958947685305546
HC,36,-555.3807819958213
HC,37,-959.8731196642242
HC,38,-4257.626086492778
HC,39,-4234.527730032964
HC,40,-2838.1134105173624
HC,41,-1562.4262211265557
HC,42,-1038.8155813042074
HC,43,-463.7600072251646
HC,44,-2204.1123034817388
HC,45,-3154.208265705363
HC,46,-1643.1740384971204
HC,47,-2906.8910922409573
HC,48,-41.923778697184595
HC,49,-2261.3387493560876
HC,50,-3130.476298990915
HC,51,-2831.4109500188342
HC,52,-1149.5659018784384
HC,53,79.28051926797345
HC,54,-1204.4212495167883
HC,55,-3863.8811837744793
HC,56,-876.1255203018031
HC,57,-3512.325654422669
HC,58,-1371.085082603471
HC,59,-1018.9574280331448
HC,60,-3926.66450976832
HC,61,-4005.910870187922
HC,62,-2708.4465878065116
HC,63,-601.4885052734118
HC,64,-2705.113811477687
HC,65,-230.16794548492103
HC,66,-5039.455642063104
HC,67,-3212.387240507064
HC,68,-2548.14397112095
HC,69,-1006.2763618384096
HC,70,-1085.3323960794926
HC,71,-3130.581134323286
HC,72,-885.6540302957325
HC,73,-2007.1207321073935
HC,74,-1811.7304207760928
HC,75,-1059.4552410999472
HC,76,-1352.2116655673863
HC,77,-2609.0081890416486
HC,78,-2017.8586209154255
HC,79,-1086.8486448955896
HC,80,378.8712645631215
HC,81,-1962.6491266890284
HC,82,293.1851259299394
HC,83,-3121.9843873050504
HC,84,-1627.2435116302788
HC,85,-1938.6368186114191
HC,86,-4150.993741545485
HC,87,-3665.1932472212675
HC,88,-3141.079545376209
HC,89,-1194.6412546735023
HC,90,-471.68520964943394
HC,91,-652.2898066287262
HC,92,-2779.4322161517803
HC,93,-3371.8781329409853
HC,94,-148.67046248902423
HC,95,-2883.8175335895367
HC,96,-3517.1657502595917
HC,97,-3755.479641021553
HC,98,-4214.749472975191
HC,99,-1899.8612447421892
Q,0,-1196.408014901822
Q,1,-2719.1700350253436
Q,2,-1796.5919718774028
Q,3,-4464.312688731237
Q,4,-1219.2777413323868
Q,5,-2341.8970431082425
Q,6,-2733.518921548918
Q,7,-3286.3945095914687
Q,8,-3548.556555373427
Q,9,-1731.111103636637
Q,10,-924.9624924803422
Q,11,-1566.3627165448572
Q,12,-4615.278432210812
Q,13,80.52729882531422
Q,14,-2693.629988233607
Q,15,-1158.1943944630796
Q,16,-1562.9574188141416
Q,17,-794.999270328089
Q,18,-1169.5912993569375
Q,19,-2374.3417129738536
Q,20,-2171.757960397362
Q,21,-450.0286740462413
Q,22,-434.57429081824444
Q,23,-2291.8804971384857
Q,24,-416.48088774830865
Q,25,511.2850690300022
Q,26,-968.9326309548014
Q,27,-614.361901382047
Q,28,-4053.2036998664266
Q,29,-2096.9218719189803
Q,30,-785.3365509337282
Q,31,-4102.882203940657
Q,32,-94.37895975476043
Q,33,-1406.245678430953
Q,34,-3547.209744746514
Q,35,-39.71056594837476
Q,36,-524.7721449430047
Q,37,-882.0115100150805
Q,38,-4197.908415514839
Q,39,-4267.677632914152
Q,40,-2641.103898456111
Q,41,-1535.785720605752
Q,42,-993.8310955504556
Q,43,-436.55775217994056
Q,44,-2120.312596950324
Q,45,-3097.2240048188523
Q,46,-1538.5019288433446
Q,47,-2864.9296298985246
Q,48,-95.84742588660257
Q,49,-2231.623019994109
Q,50,-3121.9515837423396
Q,51,-2771.8500869802133
Q,52,-1015.1572721461043
Q,53,10.98766287285275
Q,54,-1154.5051991823036
Q,55,-3693.834874611133
Q,56,-922.333195269256
Q,57,-3529.750448821782
Q,58,-1164.8385201134301
Q,59,-924.8643357480905
Q,60,-3893.4857688233146
Q,61,-3955.580835875077
Q,62,-2691.6839631420644
Q,63,-657.9006085057397
Q,64,-2708.8011095593674
Q,65,-152.21362487465098
Q,66,-5102.350150234663
Q,67,-3206.076071046289
Q,68,-2463.2387260996434
Q,69,-951.401899260972
Q,70,-1146.7328855940707
Q,71,-3048.160485226925
Q,72,-858.971976137317
Q,73,-1936.9763873186625
Q,74,-1723.0892162721136
Q,75,-984.4756216112103
Q,76,-1345.4988291719662
Q,77,-2426.5170429003624
Q,78,-1932.3006707142188
Q,79,-1143.3026326751149
Q,80,384.11045395087007
Q,81,-1853.3906155700156
Q,82,281.26381047826897
Q,83,-3110.776801412322
Q,84,-1613.111681779608
Q,85,-1949.5140582181573
Q,86,-4150.121666932743
Q,87,-3590.032519932446
Q,88,-3095.5623557310855
Q,89,-1140.8359375499358
Q,90,-433.78902690939015
Q,91,-699.6534404428718
Q,92,-2792.321287731011
Q,93,-3284.3134741395174
Q,94,-242.4923202249521
Q,95,-2777.0762326900585
Q,96,-3502.951993566337
Q,97,-3704.8406277543177
Q,98,-4161.198061238444
Q,99,-1850.4121173131748
SARSA,0,-1148.2899562909813
SARSA,1,-2625.456552621047
SARSA,2,-1748.1350517833093
SARSA,3,-4452.3740650897125
SARSA,4,-1232.9154124291204
SARSA,5,-2304.1750675927356
SARSA,6,-2622.204176742125
SARSA,7,-3282.4306040094725
SARSA,8,-3542.6417280803303
SARSA,9,-1797.2227258071978
SARSA,10,-1049.478955057545
SARSA,11,-1532.7983668310897
SARSA,12,-4532.353474968191
SARSA,13,62.54377032170388
SARSA,14,-2531.5500813449544
SARSA,15,-1098.3802589026536
SARSA,16,-1549.6679944977125
SARSA,17,-736.2657857438178
SARSA,18,-1171.6883269262933
SARSA,19,-2449.903436104602
SARSA,20,-2128.3674771796905
SARSA,21,-447.7081370574217
SARSA,22,-427.77366744284757
SARSA,23,-2258.2044474027743
SARSA,24,-355.8038563823547
SARSA,25,513.4212274841581
SARSA,26,-944.7911688532768
SARSA,27,-644.0003953229342
SARSA,28,-3960.287050616701
SARSA,29,-2168.6244979875332
SARSA,30,-857.7365894737236
SARSA,31,-4034.599066339613
SARSA,32,-141.40236799282593
SARSA,33,-1516.353081793404
SARSA,34,-3553.614582491984
SARSA,35,-31.41981593849868
SARSA,36,-622.4968405388748
SARSA,37,-877.1207593630993
SARSA,38,-4231.291976335028
SARSA,39,-4197.982588194184
SARSA,40,-2595.1254905858614
SARSA,41,-1496.8867395869497
SARSA,42,-1054.649958729733
SARSA,43,-417.3508167643388
SARSA,44,-2128.353131986029
SARSA,45,-3074.9710252800837
SARSA,46,-1501.7548789186303
SARSA,47,-2715.511967397236
SARSA,48,-72.69897095261044
SARSA,49,-2107.0997004052188
SARSA,50,-3132.715776985719
SARSA,51,-2781.885380565024
SARSA,52,-1005.8467024328008
SARSA,53,-90.10087187352143
SARSA,54,-1166.1689498625653
SARSA,55,-3690.996079194477
SARSA,56,-906.0982302440977
SARSA,57,-3548.985461008145
SARSA,58,-1321.8824894685745
SARSA,59,-988.9199213181404
SARSA,60,-3830.358952483799
SARSA,61,-3960.8999844569294
SARSA,62,-2711.4753017919475
SARSA,63,-616.081621124454
SARSA,64,-2722.9649833553444
SARSA,65,-200.70501993879336
SARSA,66,-5096.995003747473
SARSA,67,-3211.041891708404
SARSA,68,-2406.2274026501946
SARSA,69,-863.3400988987698
SARSA,70,-1043.3981255970466
SARSA,71,-3046.3262531718665
SARSA,72,-818.8018959665709
SARSA,73,-1921.882127210655
SARSA,74,-1729.1210596137644
SARSA,75,-1059.2928125235055
SARSA,76,-1418.9255845625646
SARSA,77,-2475.673510742508
SARSA,78,-1881.0063623455474
SARSA,79,-978.4822858818827
SARSA,80,421.7284317867737
SARSA,81,-1898.86616975706
SARSA,82,231.23415681063727
SARSA,83,-3064.964349009991
SARSA,84,-1545.0260193710944
SARSA,85,-1919.1118432451733
SARSA,86,-4151.239727767461
SARSA,87,-3422.0505895735723
SARSA,88,-3095.3422950832432
SARSA,89,-1122.5554520125088
SARSA,90,-509.51885520948935
SARSA,91,-706.8350327390565
SARSA,92,-2784.856909018284
SARSA,93,-3281.3580932736
SARSA,94,-205.38998221418714
SARSA,95,-2692.8379096321623
SARSA,96,-3349.8441614943013
SARSA,97,-3647.6965785024204
SARSA,98,-4190.0352009089775
SARSA,99,-1865.5637205357793
