agent,user_id,reward_eff
Q,5,-1943.6206584973754
Q,6,-3011.0446440311734
Q,7,-4095.9419980361113
Q,8,-3815.5927032792533
Q,9,-2075.3159175922765
Q,10,-644.8228090396266
Q,11,-978.0754589704758
Q,12,-4512.947254087109
Q,13,-208.34313704196381
Q,14,-2099.569467800681
Q,15,-812.5859491177663
Q,16,-2323.6463626193085
Q,17,-659.7695552024556
Q,18,162.8002889748872
Q,19,-1981.891595719352
Q,20,-2324.4034279648677
Q,21,-469.8008849867569
Q,22,-60.30611508897284
Q,23,-3185.032731525107
Q,24,-224.65301715908967
Q,25,192.85278141864526
Q,26,-1784.7407806679194
Q,27,-1193.0640358895346
Q,28,-4703.373359865317
Q,29,-2189.120050371432
Q,30,-1180.7606064605818
Q,31,-2626.340865963161
Q,32,94.24346908614251
Q,33,-2029.4787684021799
Q,34,-3463.5839281158565
Q,35,-452.3139689802192
Q,36,-311.9262594499965
Q,37,-97.71549848510112
Q,38,-4076.142942845074
Q,39,-3960.6526453554084
Q,40,-2596.8367392162877
Q,41,-1788.549141839259
Q,42,-874.680678103679
Q,43,17.06247729243317
Q,44,-2155.42768479744
Q,45,-2584.545632122293
Q,46,-2593.5324936958655
Q,47,-2734.6252877804654
Q,48,-561.1526847879414
Q,49,-1661.4940609385153
Q,50,-3303.219295365397
Q,51,-2695.0989430437276
Q,52,-366.9986858127136
Q,53,-707.5618730814298
Q,54,-1435.4136610149133
Q,55,-3661.586520515102
Q,56,-450.67774087728577
Q,57,-4349.72637733447
Q,58,-1180.5070194562843
Q,59,-807.8501189500016
Q,60,-3983.8714674791404
Q,61,-4138.7220280326555
Q,62,-2983.2440065509236
Q,63,-90.07344158509572
Q,64,-2324.5837868487542
Q,65,-1064.5738802019437
Q,66,-4788.296959044472
Q,67,-3514.3394962489165
Q,68,-3216.7153820001
Q,69,-1394.7655738952433
Q,70,-878.0741912180304
Q,71,-3144.6880013018595
Q,72,-694.4183341985718
Q,73,-1673.834680369817
Q,74,-1037.1677919312028
SARSA,0,-1897.6799436719214
SARSA,1,-2439.9215918889213
SARSA,2,-2274.681655862885
SARSA,3,-4147.281536577306
SARSA,4,-1178.279660316045
SARSA,5,-1941.7802326844953
SARSA,6,-2976.9562659308076
SARSA,7,-4130.138438474269
SARSA,8,-3840.149843263349
SARSA,9,-1929.5655234103494
SARSA,10,-658.2291760936515
SARSA,11,-999.8790534607152
SARSA,12,-4479.788107639685
SARSA,13,-192.1649228040167
SARSA,14,-2049.712034504403
SARSA,15,-806.110242605355
SARSA,16,-2342.624986430719
SARSA,17,-675.0592410840225
SARSA,18,-2.6068433734749847
SARSA,19,-2021.6183079121247
SARSA,20,-2285.650957500168
SARSA,21,-494.6925456871362
SARSA,22,-184.29881790583826
SARSA,23,-3283.5299317335484
SARSA,24,-285.3211498055109
SARSA,25,71.42234917071283
SARSA,26,-1775.9294438951285
SARSA,27,-1195.6832468066593
SARSA,28,-4736.628306886212
SARSA,29,-2261.499949893658
SARSA,30,-1163.1063411343002
SARSA,31,-2672.5609229933902
SARSA,32,-99.08326453850923
SARSA,33,-2050.1958816951055
SARSA,34,-3409.0662341361135
SARSA,35,-447.4901368717595
