agent,week,mean,std,count
SARSA,31,-6.55930319146676,5.699045257767037,175
SARSA,32,-6.165470082309423,5.761849570746162,175
SARSA,33,-5.920647357739165,6.0519142685562475,175
SARSA,34,-5.248648786064079,5.447942851136352,175
SARSA,35,-4.109933227464838,5.027015029653232,175
SARSA,36,-3.387853143250563,5.855664111920429,175
SARSA,37,-4.12399008539877,5.219334245187563,175
SARSA,38,-4.9157227422401375,5.502501962306008,175
SARSA,39,-5.2269610969097,5.598275487501354,175
SARSA,40,-5.775543152229433,5.104959387828291,175
SARSA,41,-4.737970227427388,5.86918249983913,175
SARSA,42,-5.383718482240904,6.028784710267701,175
SARSA,43,-4.573820301587747,6.419789203842792,175
SARSA,44,-5.1965955757493205,6.596969152367236,175
SARSA,45,-5.474341414091845,5.615376323285587,175
SARSA,46,-4.7860099454041,5.238308539465639,175
SARSA,47,-5.292975335526291,4.638939767813886,175
SARSA,48,-4.856549438526664,4.36796656196588,175
SARSA,49,-4.088746952733612,5.259882049674697,175
SARSA,50,-5.721913120355139,5.815102665070746,175
SARSA,51,-4.695719485195807,5.376467890923302,175
SARSA,52,-4.589602326058201,6.1078554190287955,175
SARSA,53,-4.324330405463418,7.078364679030587,25
