agent,week,mean,std,count
Greedy,1,-6.813210436061247,5.965958383989996,350
Greedy,2,-4.8434320925236465,6.011360962871568,350
Greedy,3,-4.2279150724990835,5.904238147097914,350
Greedy,4,-3.8018930370542816,6.195524762228613,350
Greedy,5,-4.3251030979187295,5.598585236878933,350
Greedy,6,-4.814281510305642,6.053529068302347,350
Greedy,7,-5.138012857916093,5.433312626079322,350
Greedy,8,-4.6307645228183585,6.19152008477792,350
Greedy,9,-4.740364236034834,6.430181172133511,350
Greedy,10,-5.142991840304626,5.864029632028453,350
Greedy,11,-3.9285376835876202,5.311765468519024,350
Greedy,12,-3.8426116735394906,5.437340866771384,350
Greedy,13,-4.215854663037659,6.233992439195911,350
Greedy,14,-4.964553045248982,5.541728700496369,350
Greedy,15,-4.62792563916821,5.590230945756931,350
Greedy,16,-5.337378495119361,6.218032058223882,350
Greedy,17,-4.325353387919489,6.1459156605798215,350
Greedy,18,-4.47285531541179,6.731627580047406,350
Greedy,19,-4.3504527059032645,6.343981210770367,350
Greedy,20,-4.031034374926248,5.692028207470957,350
Greedy,21,-4.320471208728603,5.634324156621744,350
Greedy,22,-4.741816663169341,5.0416491453056205,350
Greedy,23,-4.869695869611312,5.464157269854194,350
Greedy,24,-5.7438330917222,5.804378579002831,350
Greedy,25,-5.168240634159686,5.931828792970325,350
Greedy,26,-5.3778026287975145,6.291547406356196,350
Greedy,27,-4.238031497689089,5.902224471441664,350
Greedy,28,-3.7604544795179917,6.609469647683002,350
Greedy,29,-4.726539772089369,6.3566101802072295,350
Greedy,30,-4.008807125339625,6.02226851604497,350
Greedy,31,-4.0939001333853735,6.064970639837586,350
Greedy,32,-4.309387856569497,6.043030490508471,350
Greedy,33,-3.96424371886343,5.98668594037567,350
Greedy,34,-4.253414572345322,5.3664981080429,350
Greedy,35,-5.190197085790838,5.598623392449561,350
Greedy,36,-4.634622687668085,5.824412874815001,350
Greedy,37,-3.7573808018541754,5.715235259427873,350
Greedy,38,-4.540073068861084,5.68385223721695,350
Greedy,39,-4.772375445610782,6.282175075639265,350
Greedy,40,-4.749656790566128,6.049138095678677,350
Greedy,41,-4.936118222571454,6.778613938159415,350
Greedy,42,-3.8930803131563287,6.526400683140486,350
Greedy,43,-3.7357867803443807,6.852514654681506,350
Greedy,44,-4.465701404869364,6.483509424251598,350
Greedy,45,-4.706426062829656,6.777758615969636,350
Greedy,46,-4.758939743794048,6.58300227260766,350
Greedy,47,-5.216318547380988,5.873098304447932,350
Greedy,48,-6.476004359785135,5.503962928145114,350
Greedy,49,-5.637489502722463,5.392251014525088,350
Greedy,50,-5.52939170961506,5.3308742482866105,350
Greedy,51,-4.935096460086159,5.797235866697801,350
Greedy,52,-4.815292173566521,5.514964784848652,350
Greedy,53,-5.25129190141629,5.727992320813692,50
HC,1,-7.616668919580965,5.552897464807496,350
HC,2,-5.162630427057229,5.841381890195426,350
HC,3,-4.597352227847016,5.982927524647457,350
HC,4,-4.31617201980859,6.119099471124544,350
HC,5,-4.724808890066873,5.626895591621563,350
HC,6,-5.27737625230502,5.51946960958708,350
HC,7,-5.306745575309587,5.328028726761581,350
HC,8,-4.83789710153935,5.740375617762951,350
HC,9,-5.066233893436632,6.407846385339407,350
HC,10,-5.375200421126729,5.750137853860218,350
HC,11,-4.347885041967762,5.006790161674836,350
HC,12,-4.4519289783575315,5.281327524599141,350
HC,13,-4.585044760404901,5.8910683657369365,350
HC,14,-4.896206433192165,5.598310676981688,350
HC,15,-5.103960297640091,5.612657492938219,350
HC,16,-5.614295228949662,6.025986192684241,350
HC,17,-4.481164213443641,6.251430174286838,350
HC,18,-4.963413845302491,6.114259593050313,350
HC,19,-4.672817634300641,6.252014515627333,350
HC,20,-4.284666518848993,5.82814501570864,350
HC,21,-4.497570585192374,5.851216979373291,350
HC,22,-4.8113680257796405,4.903259712530841,350
HC,23,-5.356949525265905,5.236618496542146,350
HC,24,-5.748011340347027,5.768642406199366,350
HC,25,-5.608816657983664,5.801503066206515,350
HC,26,-5.644498158815,6.2894509643121586,350
HC,27,-4.55552852943582,5.681203947812328,350
HC,28,-4.138668152968998,6.139049261244571,350
HC,29,-5.053135257549636,6.117648323569169,350
HC,30,-4.630293654191912,5.564631294272846,350
HC,31,-4.495217459001848,5.67372376522988,350
HC,32,-4.8801189448681885,5.600203776144536,350
HC,33,-4.43051012389046,5.969335592901185,350
HC,34,-4.661519925575854,5.442874931027951,350
HC,35,-5.624726599836419,5.310954139287231,350
HC,36,-5.106762211684882,5.110855500231564,350
HC,37,-3.8892430557384694,5.673567820681431,350
HC,38,-5.150418495164926,5.540109583481903,350
HC,39,-5.095117988235994,5.9702006505110425,350
HC,40,-5.012915220632897,5.731745372029813,350
HC,41,-5.413395592063673,6.382807439146226,350
HC,42,-4.293261231111893,6.267108457655655,350
HC,43,-4.304509024777363,6.329335650240004,350
HC,44,-4.788876357874762,6.271590521918817,350
