agent,user_id,reward_eff
Greedy,0,-3537.814093960603
Greedy,1,-2681.3216389204385
Greedy,2,-1652.778898727009
Greedy,3,-4542.801977559891
Greedy,4,-3068.0558784650852
Greedy,5,-1369.486260502592
Greedy,6,195.44141965613713
Greedy,7,-2444.637554165306
Greedy,8,-2033.540310775693
Greedy,9,-2017.628350923606
Greedy,10,-3262.3378545515293
Greedy,11,141.35144595544125
Greedy,12,1359.212814131062
Greedy,13,-1714.6473818018633
Greedy,14,-2284.944261667787
Greedy,15,-3484.119658501831
Greedy,16,-2711.4656579845496
Greedy,17,-1299.464005978862
Greedy,18,-2143.2128016375996
Greedy,19,-323.75375662347705
Greedy,20,-2272.3939630239
Greedy,21,-311.07644650760176
Greedy,22,-1356.789599022912
Greedy,23,-1678.8988551674456
Greedy,24,314.4396216109581
Greedy,25,-2417.2658755778125
Greedy,26,-100.16701050675141
Greedy,27,-2422.491771595232
Greedy,28,-2798.5513496198696
Greedy,29,-2692.85621868925
Greedy,30,-2099.343948406364
Greedy,31,-3290.4642990208267
Greedy,32,-2699.5066067410967
Greedy,33,-2852.3091620127707
Greedy,34,1492.8959989229133
Greedy,35,-1687.2074284111377
Greedy,36,-1074.939634403483
Greedy,37,-2403.081618285532
Greedy,38,-2378.4509357515826
Greedy,39,-1373.448900760366
Greedy,40,-1576.2538825255567
Greedy,41,-2581.331965822894
Greedy,42,-1962.468732132323
Greedy,43,-2516.601823902431
Greedy,44,-289.5970916674892
Greedy,45,302.3089051139309
Greedy,46,-761.6831910927206
Greedy,47,-1821.6936271287743
Greedy,48,-1402.7428483398592
Greedy,49,310.02169327656685
HC,0,-3575.4053987313473
HC,1,-2666.6985707062395
HC,2,-1782.679615437077
HC,3,-4525.1027809697935
HC,4,-3063.974242098515
HC,5,-1674.539609030376
HC,6,-368.2787374389692
HC,7,-2537.451154129789
HC,8,-2154.277101071945
HC,9,-2083.0087127956617
HC,10,-3308.4794523455025
HC,11,-181.45858063923396
HC,12,1008.8800761687133
HC,13,-1770.0542269617488
HC,14,-2341.0294806738743
HC,15,-3582.411544103818
HC,16,-2750.577798155176
HC,17,-1308.1089747429476
HC,18,-2224.1975558426466
HC,19,-447.7411751102576
HC,20,-2300.18178066315
HC,21,-542.707062448193
HC,22,-1509.990083452837
HC,23,-1728.9875384258405
HC,24,52.95238804598328
HC,25,-2465.5916389333715
HC,26,-352.2224118938108
HC,27,-2360.382355231889
HC,28,-2914.9953182788886
HC,29,-2786.327124869711
HC,30,-2332.188244011877
HC,31,-3358.2454387897737
HC,32,-2797.5596630357777
HC,33,-2939.4538317787433
HC,34,916.6798396833539
HC,35,-1668.6415306683357
HC,36,-1297.964133130256
HC,37,-2439.3533243015772
HC,38,-2433.989970620547
HC,39,-1450.9028077651642
HC,40,-1726.2834896398313
HC,41,-2738.466810943864
HC,42,-2000.2258501375707
HC,43,-2574.559401757459
HC,44,-480.7407295719338
HC,45,-117.96353793929696
HC,46,-950.3275006310645
HC,47,-1973.6274090357101
HC,48,-1331.0799865182944
HC,49,178.5303232085106
Q,0,-3515.48251617554
Q,1,-2618.654054711824
Q,2,-1711.3309014166628
Q,3,-4535.742378655671
Q,4,-3045.745186294704
Q,5,-1589.9513482239086
Q,6,-146.57009018903207
Q,7,-2592.9176092624693
Q,8,-2075.7003685232326
Q,9,-2040.6221977111593
Q,10,-3201.1387630144923
Q,11,-101.23222426438677
Q,12,719.7130815996491
Q,13,-1666.0100882477152
Q,14,-2287.6669458312754
Q,15,-3485.2233047527966
Q,16,-2822.5620647474734
Q,17,-1298.20020004617
Q,18,-2101.2607230419585
Q,19,-337.88834347988166
Q,20,-2263.499966824943
Q,21,-382.3873756921783
Q,22,-1448.7576669011542
Q,23,-1661.3555078447557
Q,24,-66.93167370998319
Q,25,-2352.779216959491
Q,26,-424.75056435925336
Q,27,-2392.777116075364
Q,28,-2911.1918856767584
Q,29,-2695.470361377816
Q,30,-2206.2034955259223
Q,31,-3272.7232639519875
Q,32,-2721.0822918271156
Q,33,-2892.8010229652846
Q,34,784.3747988814966
Q,35,-1615.4947526481967
Q,36,-1162.8102570326857
Q,37,-2363.628303544335
Q,38,-2445.4873564452387
Q,39,-1382.04346552928
Q,40,-1766.6557556290684
Q,41,-2650.8551441684745
Q,42,-1935.689975081755
Q,43,-2451.6301763212564
Q,44,-469.61295112859113
Q,45,-117.8215734193127
Q,46,-906.256632224593
Q,47,-1844.3459783968144
Q,48,-1392.526049468633
Q,49,220.18239693773464
SARSA,0,-3489.7075393686923
SARSA,1,-2653.4940937465376
SARSA,2,-1664.4737819075629
SARSA,3,-4454.433512405812
SARSA,4,-3074.5646894657507
SARSA,5,-1547.532388451612
SARSA,6,-262.8796351081755
SARSA,7,-2632.704636378956
SARSA,8,-1994.8598608981247
SARSA,9,-2043.1782058699148
SARSA,10,-3202.0502383302155
SARSA,11,-145.75246166094257
SARSA,12,856.7361490395043
SARSA,13,-1664.5661511255441
SARSA,14,-2189.9252985663047
SARSA,15,-3451.074273605501
SARSA,16,-2734.5550648318736
SARSA,17,-1381.2897346312363
SARSA,18,-2123.876066597571
SARSA,19,-334.30527681939833
SARSA,20,-2164.1679531751697
SARSA,21,-494.02270228562946
SARSA,22,-1368.0291061408943
SARSA,23,-1713.247702142505
SARSA,24,-13.597180370510323
SARSA,25,-2459.6375768513185
SARSA,26,-353.8860696209618
SARSA,27,-2383.8658276896526
SARSA,28,-2762.2036499656733
SARSA,29,-2667.4765473002913
SARSA,30,-2160.447595700547
SARSA,31,-3173.278867372278
SARSA,32,-2793.3137214859303
SARSA,33,-2903.294281603121
SARSA,34,992.6873404847897
SARSA,35,-1542.9570728879244
SARSA,36,-1230.4442998886982
SARSA,37,-2332.79758087651
SARSA,38,-2366.303687385554
SARSA,39,-1274.480227885044
SARSA,40,-1624.420941874435
SARSA,41,-2476.8546728655265
SARSA,42,-2019.363914539762
SARSA,43,-2412.1531861560743
SARSA,44,-557.5707212086494
SARSA,45,-16.705521491236844
SARSA,46,-908.4210448013331
SARSA,47,-1814.2138355829743
SARSA,48,-1380.9599726723839
SARSA,49,198.79263639454425
