agent,user_id,reward_eff
HC,42,-626.5356398797303
HC,43,166.843237168059
HC,44,-1741.01292606677
HC,45,-3047.056320151946
HC,46,-1849.3847303304835
HC,47,-3573.1951931129015
HC,48,-777.6376036620621
HC,49,-1764.8093788241254
Q,0,-1682.7609036760389
Q,1,-2353.784903176927
Q,2,-2498.5564997376846
Q,3,-4025.774994710847
Q,4,-328.11674561858547
Q,5,-2171.71151884995
Q,6,-2606.396564108491
Q,7,-3834.6903716422685
Q,8,-3943.792147281841
Q,9,-1674.133399385452
Q,10,-531.931688115678
Q,11,-1786.0286500152695
Q,12,-4274.217994327852
Q,13,-97.20636300582048
Q,14,-2103.377603705667
Q,15,-1494.4467437399294
Q,16,-1818.0600118099564
Q,17,-628.6916402101207
Q,18,-669.772922938719
Q,19,-2901.213710742116
Q,20,-2011.3175338186104
Q,21,-836.9944001956611
Q,22,-821.5555019156893
Q,23,-3025.086037405392
Q,24,138.42144613597054
Q,25,-585.5481196446268
Q,26,-1477.949655745945
Q,27,-1535.2767698285697
Q,28,-4056.9935167898357
Q,29,-1918.475121245841
Q,30,-946.1023046035036
Q,31,-3015.433953409914
Q,32,753.601929357479
Q,33,-2110.1464780348856
Q,34,-3553.524878129282
Q,35,-682.4098005425082
Q,36,-578.3941611105637
Q,37,208.62385613203458
Q,38,-4005.950506898116
Q,39,-4588.407993635042
Q,40,-2678.6904541712875
Q,41,-1427.4326643603256
Q,42,-650.5425541772233
Q,43,38.14804327559073
Q,44,-1589.7308829244182
Q,45,-2983.0242892486417
Q,46,-1675.2141796155347
Q,47,-3577.193615130754
Q,48,-756.3294562443014
Q,49,-1607.3288758247993
SARSA,0,-1744.0662983328466
SARSA,1,-2320.554186874507
SARSA,2,-2473.9239117292377
SARSA,3,-4015.8752794391917
SARSA,4,-204.79209518002133
SARSA,5,-2208.1311093168424
SARSA,6,-2531.1949374002475
SARSA,7,-3841.5718179442856
SARSA,8,-3978.3224279107385
SARSA,9,-1708.0565993712294
SARSA,10,-616.6040506612769
SARSA,11,-1785.8247709588904
SARSA,12,-4212.439561630523
SARSA,13,-2.1065974069454043
SARSA,14,-2029.9321107047251
SARSA,15,-1500.6724426068984
SARSA,16,-1929.0007215181965
SARSA,17,-598.7657974346225
SARSA,18,-678.1336904235254
SARSA,19,-2935.7066703858113
SARSA,20,-1993.4882323099469
SARSA,21,-904.3523169310879
SARSA,22,-907.0983235083356
SARSA,23,-3050.49595108078
SARSA,24,109.78755149693622
SARSA,25,-651.8608098733424
SARSA,26,-1518.093526579361
SARSA,27,-1607.4099525145964
SARSA,28,-3996.4949706956395
SARSA,29,-1827.9263236099168
SARSA,30,-981.4731622737353
SARSA,31,-3074.251067366837
SARSA,32,709.6111554070297
SARSA,33,-2118.0458630777002
SARSA,34,-3501.643033627422
SARSA,35,-666.8503724361298
SARSA,36,-569.7828524277352
SARSA,37,160.37033783714963
SARSA,38,-4110.537994298223
SARSA,39,-4599.228354726709
SARSA,40,-2654.3568423112883
SARSA,41,-1417.3668565415312
SARSA,42,-591.4722822696224
SARSA,43,40.92478124634754
SARSA,44,-1644.3512592072148
SARSA,45,-2994.7562010845304
SARSA,46,-1660.567027681301
SARSA,47,-3595.9892537613855
SARSA,48,-764.5007087146723
SARSA,49,-1717.817615291292
