agent,week,mean,std,count
Greedy,47,-4.09725555449048,6.769750377701505,350
Greedy,48,-3.9436430783409104,5.879848337939249,350
Greedy,49,-4.18828285178366,6.881385463260346,350
Greedy,50,-4.70750628409384,6.775044186826021,350
Greedy,51,-4.799461760992695,6.327483000374346,350
Greedy,52,-5.84692441423076,5.639848326288466,350
Greedy,53,-5.206405869459746,5.484775794277434,50
HC,1,-7.717279019545984,5.685077920455853,350
HC,2,-5.262671517013553,5.969981191722194,350
HC,3,-4.587029524733355,5.903788148473975,350
HC,4,-4.956074480890546,5.605335428359483,350
HC,5,-5.073232152334207,5.53258348776427,350
HC,6,-5.05997359425755,5.580777989235153,350
HC,7,-4.440663227543234,5.87391056885868,350
HC,8,-5.847851067289246,6.135393888892088,350
HC,9,-6.027836582584143,5.64309794936462,350
HC,10,-4.975561358725376,5.6088694753804855,350
HC,11,-5.530339099495822,5.412862974699075,350
HC,12,-5.099104610451932,5.968379803237603,350
HC,13,-4.487568276875789,5.663795277350424,350
HC,14,-4.698850038707724,6.1722292082660815,350
HC,15,-5.538696834617439,5.848543522082152,350
HC,16,-4.994363529078387,6.099692299648524,350
HC,17,-6.496887181016526,5.938091797628976,350
HC,18,-6.594607304738171,5.455511749129134,350
HC,19,-5.291822693189044,5.449504554666581,350
HC,20,-5.052786633642833,6.577374828243361,350
HC,21,-5.087423102793226,6.3939779841156,350
HC,22,-5.0695967823520345,6.617656102558152,350
HC,23,-4.8835617028590965,5.855010328636066,350
HC,24,-5.029564789398066,5.69039506312655,350
HC,25,-4.73589811325097,6.003145585641685,350
HC,26,-5.463545635978141,5.887820803731406,350
HC,27,-4.72909151574932,6.182930949718344,350
HC,28,-4.512148784135202,5.883845913604888,350
HC,29,-4.434774712493252,6.5036622188150055,350
HC,30,-3.6534863004592104,6.408045664653577,350
HC,31,-4.9163295588318965,6.148728440258952,350
HC,32,-5.209304693179992,5.995013908210201,350
HC,33,-5.560823657360824,5.927569292731887,350
HC,34,-6.161587760251731,6.217453085063588,350
HC,35,-6.904654403305712,6.044021903880561,350
HC,36,-6.173131313808976,6.410583553956693,350
HC,37,-5.524996908336168,6.22930750995233,350
HC,38,-5.033759419455847,6.37352358004415,350
HC,39,-4.191781895916305,6.584201017895973,350
HC,40,-4.556921923461678,6.092815293326697,350
HC,41,-5.077908937909949,6.164032742832827,350
HC,42,-6.4832389791952965,5.842705608328348,350
HC,43,-6.3483942704186145,5.683782588546562,350
HC,44,-5.068546142147808,5.268139797155961,350
HC,45,-3.9573783145567267,5.653555819505254,350
HC,46,-4.765998550236148,6.156897529139608,350
HC,47,-4.552864310384603,6.563695051171682,350
HC,48,-4.418209017375324,5.759334146730071,350
HC,49,-4.579491226371676,6.398690810298114,350
HC,50,-4.7944105744467596,6.661234400163494,350
HC,51,-5.418515287459911,5.9866305879364505,350
HC,52,-6.178734470182817,5.5651498282360015,350
HC,53,-6.076256832587871,4.955340975058212,50
Q,1,-7.330296900029371,5.927754800803554,350
Q,2,-5.191274113670072,5.851957876453067,350
Q,3,-4.282396406698141,5.900770473550148,350
Q,4,-4.828640660818326,5.693622984858363,350
Q,5,-4.862609368485828,5.451552416181978,350
Q,6,-5.074794663819473,5.471222642847766,350
Q,7,-4.4923053735660075,5.775386437234346,350
Q,8,-5.8499993333909135,6.220451813514311,350
Q,9,-5.696026507570391,5.690289536629446,350
Q,10,-5.14501886106527,5.378473068529366,350
Q,11,-5.479395038000392,5.725179236807936,350
Q,12,-5.759308860126581,5.635073941515497,350
Q,13,-4.361542580318313,5.821857228812771,350
Q,14,-4.493009707123067,6.201332217475861,350
Q,15,-5.88330373074814,5.676084638698787,350
Q,16,-4.82750016687115,5.931437730412813,350
Q,17,-6.492623996153422,5.706167525036606,350
Q,18,-6.338774505671516,5.589271458799399,350
Q,19,-5.3151242802252225,5.274280883070206,350
Q,20,-4.743917654641985,6.56938995472201,350
Q,21,-5.1094821958902825,6.568937281904362,350
Q,22,-4.768497268265391,6.442130697418358,350
Q,23,-4.7323786336037035,5.825136799718324,350
Q,24,-4.783267803388404,5.843313911726633,350
Q,25,-4.767095822261079,5.730296027441021,350
Q,26,-5.156592191840208,5.8884596691930575,350
Q,27,-4.551890915047176,5.906402465437806,350
Q,28,-4.5234462363713215,5.523491716151431,350
Q,29,-4.264163873955349,6.216783882847565,350
Q,30,-3.7863244535198275,6.2375964483290876,350
Q,31,-4.813222638010308,6.154103093306154,350
Q,32,-4.857730478068143,5.8014408128161845,350
Q,33,-5.477973916767743,5.693769136338008,350
Q,34,-6.147948749229597,6.020486475371243,350
Q,35,-7.097563782522749,5.743640544178108,350
Q,36,-5.880037266522209,6.494787614000069,350
Q,37,-5.526030620216203,5.931594359964274,350
Q,38,-4.450048908637661,6.451433517634423,350
Q,39,-3.9555617363637983,6.5762180016128795,350
Q,40,-4.344053124827555,6.08724271637819,350
Q,41,-5.533486559137717,6.18407443912417,350
Q,42,-6.1425872803609,5.860144085489892,350
Q,43,-6.250780195985589,5.600377504023195,350
Q,44,-4.512135427698227,5.121447732910584,350
Q,45,-3.8334009432178324,5.595573877146963,350
Q,46,-4.702572217711268,6.376213621182524,350
Q,47,-4.010417865058773,6.6124369206236775,350
Q,48,-4.18401818357329,5.934457734353107,350
Q,49,-4.335263162359316,6.557296232340813,350
Q,50,-4.388925507851164,6.526789054179151,350
Q,51,-5.309494363134034,5.957592828230645,350
Q,52,-6.209708325598049,5.600125961951955,350
Q,53,-5.6407326390690615,5.853890235791108,50
SARSA,1,-7.4390646269443,5.780245772368521,350
SARSA,2,-5.291533353023784,5.683347217412947,350
SARSA,3,-4.483192560837118,5.73281208167924,350
SARSA,4,-4.868935386369727,5.823856668664159,350
SARSA,5,-5.101904050159733,5.647832668232178,350
SARSA,6,-5.169232342660898,5.598892177411468,350
SARSA,7,-4.685856127210678,5.40427933006537,350
SARSA,8,-5.723821878967653,6.229719638712339,350
SARSA,9,-6.051450163814771,5.774103050376326,350
SARSA,10,-5.261102123184033,5.446025209562545,350
SARSA,11,-5.870466297417509,5.3776479670630035,350
SARSA,12,-5.4280070876480035,5.670443739938238,350
SARSA,13,-4.673889490616596,5.533899124968944,350
SARSA,14,-4.430091016353188,6.070755306713167,350
SARSA,15,-5.644063623241568,5.579895365963979,350
SARSA,16,-4.896803248013102,6.068439708003182,350
SARSA,17,-5.961594521408813,6.091220430625064,350
SARSA,18,-6.239982290372342,5.543670294512785,350
SARSA,19,-5.905868019753168,4.945776608237129,350
SARSA,20,-4.959072833055289,6.389710645387103,350
SARSA,21,-5.111861498812407,6.4252192750721075,350
SARSA,22,-5.127029210005688,6.47879141506653,350
SARSA,23,-4.856943979882928,5.752848144122502,350
SARSA,24,-5.012679401137328,5.558527987426746,350
SARSA,25,-4.663744009463689,5.873991823532712,350
SARSA,26,-5.008828848865833,6.0045434860168445,350
SARSA,27,-4.511340523444202,6.1411411263463185,350
SARSA,28,-4.346246364233883,5.931906052584868,350
SARSA,29,-4.629500688658766,5.946948468389922,350
SARSA,30,-3.6657278482861733,6.4164024961373975,350
SARSA,31,-5.086280309124223,6.102895356083656,350
SARSA,32,-5.005824089216399,5.880286133516897,350
SARSA,33,-5.588101451127181,5.83396523940061,350
SARSA,34,-5.892827319229634,6.205434486343559,350
SARSA,35,-6.534844259427276,6.059017033162746,350
SARSA,36,-5.8207329328524455,6.321394068566993,350
SARSA,37,-5.319327079868445,6.010782125392644,350
SARSA,38,-4.638538197491364,6.127616095038484,350
SARSA,39,-3.7222552562342783,6.656389473064037,350
SARSA,40,-4.624203888382452,5.965638488873457,350
SARSA,41,-5.256631953810219,6.011886264914528,350
SARSA,42,-6.5017577723853135,5.643833124094676,350
SARSA,43,-6.058057392436298,5.72409288385883,350
SARSA,44,-4.779650900100044,5.179823702664786,350
SARSA,45,-3.8193969158261027,5.620579029007771,350
SARSA,46,-4.763784271454261,6.370824535919748,350
SARSA,47,-4.133965707837715,6.286139682007767,350
SARSA,48,-4.054260912466356,5.824081359356192,350
SARSA,49,-4.664149583961003,6.3086841292223985,350
SARSA,50,-4.528093939663359,6.471476629280547,350
SARSA,51,-4.757102593563645,6.2034840148668415,350
SARSA,52,-5.565385930496206,5.663058234372592,350
SARSA,53,-5.358805613286992,5.9942504069971205,50
