agent,week,mean,std,count
Greedy,1,-7.990676360110333,5.607512194183266,175
Greedy,2,-6.579361597854451,5.448769733840766,175
Greedy,3,-5.148476293127397,5.948577400853328,175
Greedy,4,-6.284834354178351,5.561433514281334,175
Greedy,5,-4.230785770770689,6.193078682960471,175
Greedy,6,-4.1696011945415306,5.811532735594518,175
Greedy,7,-4.123747172037492,6.283297211965239,175
Greedy,8,-3.491588185339542,5.754437537096986,175
Greedy,9,-4.393216418178389,5.423161717821792,175
Greedy,10,-4.336634271261115,6.158149234795602,175
Greedy,11,-3.7256250352831146,6.264008414701671,175
Greedy,12,-4.133070273025133,6.3261040116585745,175
Greedy,13,-4.526664280570031,6.3208043314681985,175
Greedy,14,-4.09069444360882,6.113735160821918,175
Greedy,15,-3.6874618582705536,6.432276297568,175
Greedy,16,-4.372159300315223,6.034106174971702,175
Greedy,17,-5.469741911809903,5.820813754913029,175
Greedy,18,-4.0762771402689815,6.540023268012724,175
Greedy,19,-4.994338707276204,5.904989915140064,175
Greedy,20,-4.472807128316952,5.937418442161684,175
Greedy,21,-4.303230897454907,5.928903888452589,175
Greedy,22,-5.4390969647699166,6.112186433482499,175
Greedy,23,-5.610738863980672,5.117547885516617,175
Greedy,24,-4.999127062543575,6.002596262024076,175
Greedy,25,-5.530317785067493,6.247803766676359,175
Greedy,26,-6.522996276594374,5.2474692215491645,175
Greedy,27,-5.467112444706182,5.8596097170285715,175
Greedy,28,-5.390419025642488,6.3683041062644765,175
Greedy,29,-5.160343367219663,5.44716856399501,175
Greedy,30,-6.224865969562884,5.383896385310203,175
Greedy,31,-5.535110482075282,5.807001568060665,175
Greedy,32,-5.634007036858592,6.053489839594865,175
Greedy,33,-4.448696258821449,6.519745523208061,175
Greedy,34,-4.941765419130084,6.357243796897045,175
Greedy,35,-4.548339043895468,6.244258442848836,175
Greedy,36,-4.916887813553589,6.208169012030524,175
Greedy,37,-4.603676971009548,6.220164565109222,175
Greedy,38,-4.8291382198947295,5.609280289201767,175
Greedy,39,-5.3559288285907005,6.209975824381309,175
Greedy,40,-4.6126115900027385,5.560807481099915,175
Greedy,41,-5.422470329570922,5.947062802030137,175
Greedy,42,-5.865187407498205,5.616608047289342,175
Greedy,43,-6.376693569495488,5.869801055031486,175
Greedy,44,-7.134333638712007,6.176818518778973,175
Greedy,45,-6.282355215888051,5.319913356018122,175
Greedy,46,-5.631582804394978,5.655398652056459,175
Greedy,47,-5.159236197833595,5.454402216134422,175
Greedy,48,-5.677026000270282,5.187256934678988,175
Greedy,49,-4.167555697457774,6.191148285540167,175
Greedy,50,-4.99833460945043,7.003571459182752,175
Greedy,51,-4.66547707197419,6.63409390372526,175
Greedy,52,-4.290563861587348,6.259361308971524,175
Greedy,53,-3.7248736897470827,5.959408359098802,25
HC,1,-8.695939137329413,5.229637602992838,175
HC,2,-6.874200417764999,5.364222814220521,175
HC,3,-5.440386395786558,5.640955351710122,175
HC,4,-6.39163950800021,5.483528077617336,175
HC,5,-4.514405872047939,5.998284682143942,175
